64bwyta64	bwytaont
8367llanw8367	llenwi
8368condemnio8368	condemnit
8369cadw8369	cadwant
8370mynd8370	aech
8371ymlacio8371	ymlacit
8372swyno8372	swynaf
8373croeshoelio8373	croeshoeliasoch
8374dileu8374	dilëir
8375rhegi8375	rhegon nhw
8376amgyffred8376	amgyffreden ni
8377lluddias8377	lluddiasit
8378llanw8378	llanwyf
8379iro8379	ired
8380casáu8380	casáu
8381ysgrifennu8381	ysgrifenned
8382llanw8382	llanwasoch
8383lleoli8383	lleolasom
8384cuddio8384	cuddasant
8385ysgrifennu8385	ysgrifennwn
8386anghofio8386	anghofient
8387taro8387	tery
8388cysgu8388	cysgit
8389golchi8389	golcha
8390ymlacio8390	ymlaciaf
8391ymddwyn8391	ymddygodd o
8392awgrymu8392	awgrymwn
8393cenhedlu8393	cenhedlodd o
8394lleoli8394	lleoloch chi
8395iro8395	iroch
8396rhoi8396	rhoddan nhw
8397cysylltu8397	cysylltwn i
8398cysgu8398	cysgwyd
8399niweidio8399	niweidiwn ni
8400cyffwrdd8400	cyffyrddid
8401cynnau8401	cyneuaist ti
8402ymddwyn8402	ymddygwn
8403agor8403	agorant
8404awgrymu8404	awgrymoch chi
8405mynd8405	aethech
8406treisio8406	treisier
8407rhwystro8407	rhwystrasech
8408swyno8408	swynont
8409parhau8409	parhawyf
8410amgyffred8410	amgyffredodd
8411sefyll8411	safwn
8412dychwelyd8412	dychwelent
8413loncian8413	lonciwyd
8414rhedeg8414	rhedaf
8415taro8415	trawent
8416coginio8416	coginiasom
8417addysgu8417	addysgith o
8418ciledrych8418	ciledrychom
8419anghofio8419	anghofiaf
8420parhau8420	parhasit
8421peidio8421	peidiasoch
8422sefyll8422	safen nhw
8423ffili8423	ffilwn
8424mynd8424	ei di
8425cusanu8425	cusani di
8426pydru8426	pydren nhw
8427cysylltu8427	cysyllta
8428rhwygo8428	rhwygem
8429ffurfio8429	ffurfio
8430lladd8430	lladder
8431methu8431	metho
8432cwyno8432	cwynir
8433hudo8433	hudasit
8434ysmygu8434	ysmygont
8435canu8435	canont
8436defnyddio8436	defnyddiwch
8437pydru8437	pydrasit
8438ffili8438	ffilo
8439mynd8439	aeth
8440gallu8440	gallu
8441amgyffred8441	amgyffredwyf
8442iro8442	irasit
8443ysmygu8443	ysmygoch
8444medru8444	medrwyf
8445gafael8445	gafaeli
8446clymu8446	clymais i
8447bwrw8447	bwriaf
8448dileu8448	dilewch chi
8449clywed8449	clywn i
8450ennill8450	enillent
8451digwydd8451	digwydd
8452cysgu8452	cwsg
8453peidio8453	peidion nhw
8454smygu8454	smygi di
8455ciledrych8455	ciledrycha i
8456gallu8456	gallent
8457talu8457	talon ni
8458aros8458	arhosodd
8459edliw8459	edliwit
8460adolygu8460	adolygedig
8461gadael8461	gadawsai
8462sylwebu8462	sylwebedig
8463siarad8463	siaradoch chi
8464teimlo8464	teimlych
8465tacluso8465	taclusa
8466pwyso8466	pwyswn i
8467methu8467	methem
8468arwain8468	arweiniasant
8469cyffwrdd8469	cyffyrddais
8470darlunio8470	darlunia
8471poeni8471	poeni di
8472ymolchi8472	ymolchaist
8473adolygu8473	adolygith o
8474dileu8474	dileer
8475disgyn8475	disgynwn i
8476teimlo8476	teimlech
8477disgwyl8477	disgwylion ni
8478ystyried8478	ystyriwch chi
8479disgyn8479	disgynwyf
8480addysgu8480	addysgon ni
8481digwydd8481	digwyddasent
8482syrthio8482	syrthioch chi
8483cyrraedd8483	cyrhaeddaist
8484dilyn8484	dilynasoch
8485dysgu8485	dysgasant
8486cuddio8486	cuddet ti
8487claddu8487	claddasent
8488hofran8488	hofranaswn
8489ymarfer8489	ymarferwyd
8490cynnwys8490	cynhwyson ni
8491cynnig8491	cynigiasit
8492ymddwyn8492	ymddygasai
8493coginio8493	coginio
8494cyfieithu8494	cyfieithon nhw
8495galw8495	galwaf
8496ymolchi8496	ymolchais
8497treisio8497	treisit
8498sylwi8498	sylwswn
8499poeni8499	poenid
8500gwerthu8500	gwertha
8501annog8501	anogon ni
8502llyfu8502	llyfwch
8503amau8503	amheuent
8504clywed8504	clywch
8505hoelio8505	hoelia i
8506braenu8506	braenwch
8507ymuno8507	ymunaf
8508clywed8508	clywaist ti
8509gwerthu8509	gwerthai fo
8510ceisio8510	ceisiasem
8511croesi8511	croesiedig
8512addysgu8512	addysgai
8513llenydda8513	llenyddech chi
8514dodi8514	dodet ti
8515loncian8515	lonciais
8516braenu8516	braenasoch
8517difetha8517	difethent
8518ceisio8518	ceisioch chi
8519claddu8519	cladda
8520colli8520	collith o
8521meddwl8521	meddyliasom
8522stopio8522	stopiasem
8523crynu8523	cryna
8524ysmygu8524	ysmygwn
8525edliw8525	edliwiai
8526ymddwyn8526	ymddygon ni
8527torri8527	torasom
8528cynnau8528	cynnau
8529cynnwys8529	cynwysasech
8530penderfynu8530	penderfynasit
8531ysgrifennu8531	ysgrifennai
8532adwthio8532	adwthi di
8533addysgu8533	addysgwn
8534addo8534	addawsent
8535awgrymu8535	awgrymasem
8536niweidio8536	niweidiech
8537ysu8537	ysech chi
8538palu8538	palont
8539cerdded8539	cerddais i
8540digwydd8540	digwydda
8541caru8541	carwn
8542dilyn8542	dilynan nhw
8543annog8543	anogi di
8544gofyn8544	gofynner
8545digwydd8545	digwyddasant
8546agor8546	egyr
8547smygu8547	smygasent
8548ysbrydoli8548	ysbrydoled
8549codi8549	codasai
8550canu8550	cana
8551peidio8551	peidiais i
8552cerdded8552	cerddasid
8553pydru8553	pydrent
8554codi8554	codaf
8555darparu8555	darparer
8556anfon8556	anfonom
8557torri8557	torrom
8558cusanu8558	cusanwn i
8559arwain8559	arweiniai
8560methu8560	methais i
8561gallu8561	gallodd o
8562nyddu8562	nyddedig
8563amau8563	amau
8564rhoi8564	rhoent
8565gallu8565	gallon nhw
8566ymuno8566	ymunai fo
8567peidio8567	peidiwch
8568stopio8568	stopiaswn
8569mwynhau8569	mwynhewch
8570arfer8570	arferon nhw
8571atal8571	atalier
8572teithio8572	teithio
8573penderfynu8573	penderfynant
8574amgyffred8574	amgyffred
8575agor8575	agoron nhw
8576gwenu8576	gwenaist ti
8577addo8577	addawet ti
8578lleoli8578	lleolent
8579peidio8579	peidion ni
8580gorchuddio8580	gorchuddia
8581gadael8581	gadawais i
8582prynu8582	prynech chi
8583rhuthro8583	rhuthrais
8584ymarfer8584	ymarferet ti
8585dangos8585	dangosen ni
8586dechrau8586	dechreuwch
8587ennill8587	enillwch
8588sefyll8588	sefyll
8589arfer8589	arferith o
8590cwyno8590	cwyned
8591torri8591	torrwn i
8592ymarfer8592	ymarferom
8593digwydd8593	digwyddan nhw
8594rhwystro8594	rhwystrwch
8595ysbrydoli8595	ysbrydolen nhw
8596golchi8596	golchodd o
8597pydru8597	pydrasid
8598loncian8598	lonciont
8599taro8599	trawsai
8600mwynhau8600	mwynheuan nhw
8601colli8601	collasech
8602talu8602	tala
8603uno8603	unodd
8604gorffen8604	gorffenedig
8605arwain8605	arweiniom
8606cymryd8606	cymerodd
8607loncian8607	lonciais i
8608sefyll8608	safet ti
8609golchi8609	golchen nhw
8610croesholi8610	croesholia
8611ymolchi8611	ymolchoch
8612parhau8612	parhaswn
8613tybio8613	tybiech
8614arfer8614	arferai fo
8615ymddwyn8615	ymddygasoch
8616ysmygu8616	ysmygwyf
8617bwyta8617	bwytânt
8618ceisio8618	ceisiodd o
8619croesholi8619	croesholech
8620dychwelyd8620	dychwelon ni
8621tacluso8621	taclusent
8622yfed8622	yfai
8623amau8623	amheuwn
8624cyffwrdd8624	cyffyrdder
8625pwyso8625	pwysasech
8626rhofio8626	rhofiai fo
8627ciledrych8627	ciledrychant
8628plannu8628	plennaist
8629pwyso8629	pwysasid
8630ceisio8630	ceisian nhw
8631lladd8631	lladdit
8632llosgi8632	llosgon nhw
8633gadael8633	gadawsem
8634teithio8634	teithiai
8635gorchuddio8635	gorchuddiwyf
8636dychwelyd8636	dychwelasant
8637ffili8637	ffilasit
8638poeni8638	poenwn ni
8639gweld8639	gwelais i
8640cuddio8640	cuddasom
8641gwrthod8641	gwrthodais
8642cysylltu8642	cysyllton nhw
8643cerdded8643	cerddon ni
8644agor8644	agorech
8645dilyn8645	dilynen nhw
8646caru8646	caro
8647penderfynu8647	penderfynont
8648coelio8648	coelied
8649awgrymu8649	awgrymid
8650hedfan8650	hedfaner
8651ffurfio8651	ffurfiodd
8652dweud8652	dywedasant
8653rhuthro8653	rhuthrent
8654ymuno8654	ymuna
8655cysgu8655	cysgwch chi
8656braenu8656	braenasid
8657digwydd8657	digwyddom
8658taro8658	trawyd
8659terfynu8659	terfynoch chi
8660dweud8660	dywedon nhw
8661pydru8661	pydra i
8662disgyn8662	disgynaist ti
8663difetha8663	difethen ni
8664gwenu8664	gwenedig
8665galluogi8665	galluogant
8666ymuno8666	ymuna
8667awgrymu8667	awgrymo
8668digwydd8668	digwydden ni
8669difetha8669	difethent
8670cusanu8670	cusanet ti
8671agor8671	agorir
8672addysgu8672	addysgent
8673cnuchio8673	cnuchiech chi
8674galluogi8674	galluoger
8675dileu8675	dileech
8676deall8676	deallit
8677gallu8677	galledig
8678syrthio8678	syrthia
8679cuddio8679	cuddych
8680codi8680	coden nhw
8681canlyn8681	canlynodd o
8682taro8682	trawodd
8683ysu8683	ysaist
8684cynnig8684	cynigiai fo
8685rhodio8685	rhodioch
8686colli8686	colla i
8687claddu8687	claddai fo
8688ysu8688	ysan nhw
8689tacluso8689	tacluswch
8690rhofio8690	rhofiwn
8691ymuno8691	ymunom
8692prynu8692	pryned
8693cyfnewid8693	cyfnewidiwn
8694dodi8694	doded
8695ymlacio8695	ymlaciwyd
8696teimlo8696	teimlwch chi
8697ysbrydoli8697	ysbrydola
8698llyfu8698	llyfwn
8699crynu8699	crynet ti
8700niweidio8700	niweidiwch
8701condemnio8701	condemnioch chi
8702sgwrsio8702	sgwrsith o
8703pweru8703	pwerith o
8704ymolchi8704	ymolchoch chi
8705palu8705	palen nhw
8706dilyn8706	dilynwyf
8707tacluso8707	taclusaf
8708gwrthod8708	gwrthodasai
8709yfed8709	yf
8710cenhedlu8710	cenhedlo
8711smygu8711	smygwch chi
8712palu8712	paled
8713cyffwrdd8713	cyffyrddasech
8714ysbrydoli8714	ysbrydolwyf
8715ymuno8715	ymunaist
8716golchi8716	golchoch chi
8717gorchuddio8717	gorchuddion nhw
8718ysmygu8718	ysmygasem
8719ysu8719	ysodd
8720lleoli8720	lleolon ni
8721cysylltu8721	cysylltet ti
8722siarad8722	siaradit
8723prynu8723	prynith o
8724teithio8724	teithiais
8725sylwi8725	sylwaist ti
8726ffili8726	ffilech
8727niweidio8727	niweidiem
8728condemnio8728	condemniwch
8729galw8729	galwodd
8730medru8730	medrer
8731ymlacio8731	ymlaciasem
8732gwlychu8732	gwlychwn i
8733dangos8733	dangosir
8734atal8734	ataliasid
8735sgwrsio8735	sgwrsiant
8736mwynhau8736	mwynhei
8737caledu8737	caledech chi
8738smygu8738	smygasid
8739torri8739	torrwch
8740bwyta8740	bwytodd o
8741gallu8741	gellais
8742darparu8742	darparwyd
8743cilio8743	ciliais i
8744nyddu8744	nyddwch chi
8745rhwystro8745	rhwystrom
8746ysmygu8746	ysmygwn i
8747caru8747	carodd o
8748rhwystro8748	rhwystrasom
8749canlyn8749	canlynasom
8750credu8750	credon nhw
8751teithio8751	teithiwch chi
8752caru8752	cara
8753rhoi8753	rhoi
8754amgyffred8754	amgyffredwyd
8755braenu8755	braenwn ni
8756anghofio8756	anghofid
8757pydru8757	pydrem
8758ystyried8758	ystyri
8759ysbrydoli8759	ysbrydoler
8760yfed8760	yfant
8761disgwyl8761	disgwyliwn i
8762poeni8762	poenet ti
8763cynnau8763	cyneuwch
8764syrthio8764	syrthien nhw
8765cynnig8765	cynigian nhw
8766teithio8766	teithid
8767disgyn8767	disgynais i
8768rhuthro8768	rhuthrasid
8769cynnull8769	cynullwyd
8770braenu8770	braener
8771arwain8771	arweinion ni
8772sgwrsio8772	sgwrsiwn
8773cysgu8773	cysgasoch
8774dysgu8774	dysgem
8775rhuthro8775	rhuthra
8776cofio8776	cofiwn
8777croesi8777	croesier
8778caru8778	carwch chi
8779ceisio8779	ceisien ni
8780ymuno8780	ymunech
8781edliw8781	edliwir
8782arfer8782	arferwch
8783cysylltu8783	cysylltasom
8784pwyso8784	pwysai
8785penderfynu8785	penderfynodd o
8786cofio8786	cofiodd
8787rhwystro8787	rhwystren nhw
8788cenhedlu8788	cenhedlent
8789coginio8789	coginith o
8790pwyso8790	pwysasoch
8791mwynhau8791	mwynhawn
8792tacluso8792	taclusaist ti
8793sylwebu8793	sylwebwch
8794meddwl8794	meddyliwn i
8795claddu8795	claddwch
8796cymryd8796	cymeron nhw
8797difetha8797	difethem
8798cyfnewid8798	cyfnewidiwch
8799lleihau8799	lleihent
8800syrthio8800	syrthier
8801nyddu8801	nyddasem
8802gwenu8802	gwenych
8803deall8803	deallodd
8804darparu8804	darparwn
8805hedfan8805	hedfanasom
8806siarad8806	siaradaist ti
8807ceisio8807	ceisiech chi
8808anghofio8808	anghofia i
8809cysgu8809	cysgai
8810anghofio8810	anghofion nhw
8811defnyddio8811	defnyddiont
8812parhau8812	parhasoch
8813ysbrydoli8813	ysbrydolem
8814clymu8814	clyment
8815amgyffred8815	amgyffrededig
8816caru8816	carer
8817rhegi8817	rhegasent
8818ennill8818	ennill
8819dodi8819	dododd o
8820llyfu8820	llyfych
8821torri8821	torrais i
8822diolch8822	diolchon ni
8823rhwystro8823	rhwystrech
8824dychwelyd8824	dychwelaswn
8825lluddias8825	lluddion nhw
8826gwerthu8826	gwerthwn ni
8827dangos8827	dangosem
8828rhegi8828	rheged
8829teimlo8829	teimlwn i
8830addysgu8830	addysgwyf
8831sefyll8831	safais
8832cymryd8832	cymeraist ti
8833canu8833	canai fo
8834addysgu8834	addysga
8835rhwystro8835	rhwystrwn i
8836ysmygu8836	ysmyga
8837elwa8837	elwch chi
8838tacluso8838	taclusen ni
8839dangos8839	dangoset ti
8840hudo8840	hudai
8841arfer8841	arferet ti
8842lluddias8842	lluddioch chi
8843swyno8843	swynwyd
8844dangos8844	dangosid
8845sylwi8845	sylwn
8846ymddwyn8846	ymddygwch
8847cyfarfod8847	cyfarfyddont
8848ennill8848	enillent
8849clywed8849	clywa
8850rhuthro8850	rhuthra
8851plannu8851	plannen nhw
8852loncian8852	loncia
8853dangos8853	dangoswch chi
8854parhau8854	parhei
8855dilyn8855	dilynant
8856pydru8856	pydrer
8857cysylltu8857	cysylltid
8858ceisio8858	ceisiasit
8859cynnig8859	cynigiasoch
8860cysgu8860	cysgan nhw
8861gorchuddio8861	gorchuddiasech
8862cymryd8862	cymerith o
8863llosgi8863	llosgwn
8864golchi8864	golchet ti
8865gwario8865	gwaria i
8866dilyn8866	dilynent
8867poeni8867	poenon nhw
8868parhau8868	parhâi
8869ymlacio8869	ymlaciem
8870ysbrydoli8870	ysbrydolent
8871golchi8871	golchasech
8872cwyno8872	cwyn
8873awgrymu8873	awgrymoch
8874atal8874	atalaist ti
8875gofyn8875	gofynnwyd
8876cusanu8876	cusanasent
8877annog8877	anogai
8878rhwystro8878	rhwystron nhw
8879mynd8879	a i
8880ymddwyn8880	ymddygwn i
8881cyfarfod8881	cyfarfyddaf
8882crynu8882	crynasent
8883gwerthu8883	gwerthent
8884hudo8884	hudaist
8885ymarfer8885	ymarferai fo
8886ystyried8886	ystyria i
8887anfon8887	enfyn
8888deall8888	deallwn ni
8889gallu8889	gallent
8890gwylio8890	gwyliasit
8891rhofio8891	rhofied
8892coginio8892	coginid
8893eistedd8893	eisteddont
8894cymryd8894	cymerodd o
8895niweidio8895	niweidiais i
8896marchogaeth8896	marchogwch
8897gwerthu8897	gwerthasid
8898atal8898	ateliech
8899gwenu8899	gwenen nhw
8900clymu8900	clyma
8901cyffwrdd8901	cyffyrddwyd
8902caledu8902	caledai fo
8903palu8903	palwn
8904cyrraedd8904	cyrhaeddwyf
8905pwyso8905	pwysedig
8906torri8906	torra i
8907gweld8907	gwelsai
8908gafael8908	gafaelasech
8909ymlacio8909	ymlaciont
8910cerdded8910	cerddai
8911ceisio8911	ceisioch
8912cyfarfod8912	cyfarfyddwn i
8913cwyno8913	cwynais
8914llyfu8914	llyfasant
8915defnyddio8915	defnyddien ni
8916disgyn8916	disgynon ni
8917dweud8917	dywedaist
8918loncian8918	lonciwn
8919smygu8919	smygwyf
8920gwylio8920	gwylioch
8921swyno8921	swynasid
8922medru8922	medraist ti
8923colli8923	collom
8924colli8924	collais i
8925siarad8925	siarader
8926deall8926	deallaist ti
8927talu8927	telid
8928pydru8928	pydrwn i
8929uno8929	unaswn
8930plannu8930	planasom
8931llenydda8931	llenyddwn ni
8932ymuno8932	ymunaist ti
8933colli8933	collit
8934lleoli8934	lleolen ni
8935sefyll8935	safer
8936palu8936	paler
8937cusanu8937	cusenwch
8938dilyn8938	dilynom
8939cyffwrdd8939	cyffyrddodd
8940galluogi8940	galluoga i
8941anfon8941	anfonai fo
8942dilyn8942	dilynasit
8943teimlo8943	teimlasai
8944mwynhau8944	mwynheuwch
8945hoelio8945	hoeliant
8946llwyddo8946	llwyddwn ni
8947penderfynu8947	penderfynem
8948colli8948	collasid
8949palu8949	palaf
8950talu8950	talai
8951anfon8951	anfonwch
8952ymweld8952	ymweled
8953atal8953	ateliaist
8954prynu8954	prynet ti
8955sefyll8955	safwyf
8956claddu8956	claddasom
8957amau8957	amheuon ni
8958gwylio8958	gwyliasai
8959achosi8959	achosan nhw
8960ysmygu8960	ysmygent
8961poeni8961	poeni
8962palu8962	palet ti
8963arwain8963	arweiniais
8964loncian8964	loncient
8965rhofio8965	rhofi
8966cynnull8966	cynullasech
8967tacluso8967	taclusoch chi
8968ciledrych8968	ciledrychan nhw
8969cenhedlu8969	cenhedlasid
8970atal8970	ataliasai
8971dweud8971	dweud
8972eistedd8972	eisteddwn ni
8973syrthio8973	syrthiais
8974diolch8974	diolchwch
8975ymarfer8975	ymarferon ni
8976darlunio8976	darluniedig
8977colli8977	collaist ti
8978mwynhau8978	mwynhasant
8979disgwyl8979	disgwylient
8980cadw8980	cedwid
8981difetha8981	difethai
8982defnyddio8982	defnyddier
8983deall8983	deallo
8984gwylio8984	gwyliwn ni
8985palu8985	palent
8986cyrraedd8986	cyrhaeddech chi
8987arwain8987	arweiniwn ni
8988cynnwys8988	cynwysasai
8989ymddwyn8989	ymddygwn
8990treisio8990	treisioch
8991annog8991	anogi
8992darllen8992	darllenwyf
8993difetha8993	difethai fo
8994dilyn8994	dilyno
8995addysgu8995	addysgoch
8996anghofio8996	anghofioch
8997gwerthu8997	gwerthais
8998adwthio8998	adwthion nhw
8999danfon8999	danfonaist ti
9000gwrthod9000	gwrthoden nhw
9001amnewid9001	amnewida i
9002cenhedlu9002	cenhedloch
9003cilio9003	ciliech
9004cysylltu9004	cysylltodd o
9005caru9005	caru
9006gwerthu9006	gwerthasech
9007gadael9007	gadawent
9008amau9008	ameuasent
9009llosgi9009	llosg
9010caru9010	carai
9011canoli9011	canolai fo
9012cuddio9012	cudded
9013cnuchio9013	cnuchiwn ni
9014ysgrifennu9014	ysgrifenasem
9015amgyffred9015	amgyffreder
9016gofyn9016	gofynnwn
9017cyfnewid9017	cyfnewidiasem
9018galluogi9018	galluogasem
9019anfon9019	anfonwch chi
9020lleoli9020	lleolych
9021cloi9021	cloon nhw
9022torri9022	toredigtoradwy
9023ysu9023	ysasant
9024hudo9024	hudasant
9025rhuthro9025	rhuthra
9026plannu9026	plannai fo
9027llenydda9027	llenyddasech
9028coelio9028	coeliom
9029cenhedlu9029	cenhedlen ni
9030stopio9030	stopiem
9031ymweld9031	ymweler
9032dychwelyd9032	dychweloch
9033croesi9033	croesient
9034darparu9034	darparech
9035darparu9035	darparwn ni
9036dechrau9036	dechreuasent
9037braenu9037	braenaist ti
9038rhegi9038	rheget ti
9039methu9039	metha
9040palu9040	palem
9041cynnig9041	cynigier
9042ymlacio9042	ymlaciasant
9043edliw9043	edliwiom
9044cynnull9044	cynullom
9045cenhedlu9045	cenhedlom
9046addysgu9046	addysga
9047methu9047	methais
9048cynnwys9048	cynhwysodd
9049yfed9049	yfwyd
9050caledu9050	caledodd o
9051cuddio9051	cuddwch
9052meddwl9052	meddyliedig
9053ymolchi9053	ymolchen ni
9054disgwyl9054	disgwyli di
9055dychwelyd9055	dychwelwch chi
9056galw9056	galwer
9057dangos9057	dangosasid
9058caledu9058	caledon nhw
9059siafio9059	siafit
9060dileu9060	dilewn
9061galw9061	gelwaist
9062prynu9062	prynwn
9063cyfrwyo9063	cyfrwyem
9064darparu9064	darpari di
9065hofran9065	hofran
9066dysgu9066	dysgech
9067canu9067	canu
9068pwyso9068	pwyswyf
9069hedfan9069	hedfanem
9070clymu9070	clymwch
9071methu9071	methych
9072ysu9072	yswyf
9073gwerthu9073	gwerthwn
9074cysgu9074	cysgen nhw
9075claddu9075	claddaist ti
9076aros9076	arosasoch
9077sgwrsio9077	sgwrsiwn
9078llwyddo9078	llwyddi di
9079mynd9079	ait
9080adolygu9080	adolygasit
9081cusanu9081	cusanwyf
9082cysgu9082	cysgir
9083ciledrych9083	ciledrychasant
9084cerdded9084	cerddaist ti
9085difetha9085	difethaf
9086llenydda9086	llenyddaf
9087mynd9087	êl
9088clymu9088	clymaist ti
9089ymweld9089	ymweli
9090defnyddio9090	defnyddion ni
9091rhwygo9091	rhwygai
9092smygu9092	smyger
9093ffili9093	ffilasoch
9094uno9094	unoch chi
9095dweud9095	dyweda
9096rhwystro9096	rhwystraswn
9097elwa9097	elwid
9098darlunio9098	darlunian nhw
9099darllen9099	darlleni di
9100eistedd9100	eisteddoch chi
9101iro9101	ira
9102cusanu9102	cusana
9103gofyn9103	gofynnoch
9104gorffen9104	gorffenasom
9105hedfan9105	hedfanaf
9106cloi9106	cloesech
9107braenu9107	braenet ti
9108prynu9108	prynem
9109awgrymu9109	awgrymaswn
9110cymryd9110	cymerai
9111dodi9111	dodasit
9112palu9112	palit
9113casáu9113	casân nhw
9114taro9114	trawit
9115cilio9115	ciliwn
9116palu9116	palwch
9117rhuthro9117	rhuthrai fo
9118darlunio9118	darluniech
9119galw9119	galwasai
9120cofio9120	cofiai
9121siafio9121	siafiaf
9122digwydd9122	digwyddech
9123parhau9123	parhaech
9124dilyn9124	dilynent
9125amgyffred9125	amgyffredi di
9126croesi9126	croesi
9127galluogi9127	galluogech chi
9128arwain9128	arweiniedig
9129croesi9129	croesiech
9130pwyso9130	pwyser
9131torri9131	torren ni
9132loncian9132	loncir
9133casáu9133	casaest ti
9134siarad9134	siaradasai
9135ffurfio9135	ffurfiwn i
9136uno9136	unech
9137anghofio9137	anghofiwn
9138methu9138	methai
9139tacluso9139	taclusan nhw
9140dysgu9140	dysgwch chi
9141annog9141	anogom
9142loncian9142	lonciech
9143cadw9143	cadwent
9144terfynu9144	terfynen ni
9145arwain9145	arweinir
9146darparu9146	darparwch
9147gwylio9147	gwylient
9148aros9148	arhosaist
9149ceisio9149	ceisiwn i
9150cymryd9150	cymerwn
9151condemnio9151	condemnion ni
9152mwynhau9152	mwynhaodd
9153anfon9153	anfoni
9154croesholi9154	croesholaist
9155ysgrifennu9155	ysgrifenasant
9156ymolchi9156	ymolchaf
9157coelio9157	coelia
9158ymolchi9158	ymolchi
9159llenydda9159	llenyddi di
9160cynnau9160	cyneuith o
9161ymlacio9161	ymlacia
9162ysgrifennu9162	ysgrifennir
9163aros9163	arhosa i
9164dileu9164	dilea
9165cymryd9165	cymerwch
9166poeni9166	poenoch chi
9167cysgu9167	cysgasem
9168gweld9168	gwela
9169nyddu9169	nyddai
9170ymolchi9170	ymolchir
9171casáu9171	casaech chi
9172meddwl9172	meddyliech chi
9173galluogi9173	galluoger
9174ymuno9174	ymunwn ni
9175marchogaeth9175	marchoga
9176atal9176	ataliem
9177galw9177	galwn
9178rhodio9178	rhodier
9179ffurfio9179	ffurfioch chi
9180cyfarfod9180	cyfarfydda
9181rhodio9181	rhodiasant
9182rhoi9182	rhoch
9183dilyn9183	dilynaist
9184methu9184	methech
9185gallu9185	gallem
9186sylwebu9186	sylwebit
9187cnuchio9187	cnuchioch chi
9188ymuno9188	ymunen ni
9189clymu9189	clymasit
9190sylwebu9190	sylwebai
9191aros9191	aros
9192anafu9192	anafais i
9193cyrraedd9193	cyrhaeddais i
9194smygu9194	smygwn i
9195sgwrsio9195	sgwrsiasai
9196ymweld9196	ymwelent
9197sylwi9197	sylwer
9198addo9198	addawswn
9199casáu9199	casasech
9200caru9200	carasant
9201cynnig9201	cynigien nhw
9202syrthio9202	syrthian nhw
9203terfynu9203	terfynon ni
9204gofyn9204	gofynnai
9205poeni9205	poenent
9206gwlychu9206	gwlychech
9207ffili9207	ffili
9208arwain9208	arweinia i
9209croesi9209	croesiodd
9210ysbrydoli9210	ysbrydolai fo
9211dilyn9211	dilyni di
9212hoelio9212	hoelir
9213golchi9213	golchwch
9214cuddio9214	cuddasai
9215claddu9215	claddasant
9216poeni9216	poenem
9217pwyso9217	pwysaf
9218caru9218	carwn
9219cenhedlu9219	cenhedlwn
9220siarad9220	siarado
9221hoelio9221	hoeliais
9222disgyn9222	disgynai fo
9223braenu9223	braenwyd
9224llosgi9224	llosgent
9225elwa9225	elwn i
9226annog9226	anogent
9227gadael9227	gadawn
9228sylwi9228	sylwn
9229clymu9229	clymid
9230gwerthu9230	gwerthan nhw
9231cyrraedd9231	cyrhaeddwn
9232elwa9232	elwsid
9233rhodio9233	rhodiasit
9234anfon9234	anfonwch
